,Start,Slutt,Starttidspunkt,Sluttidspunkt,Antall minutter (app),Deltakere,S√∏ppelsekker,Handleposer,Kg,Kommune,Fylke,Meter,"Engangsservice (bestikk, kopper, tallerkener)",Suger√∏r og r√∏repinner,Ballonger (inkl. ventil og b√•nd),Kl√¶r og tekstiler,Sko,"Leker, smokker osv.",Matemballasje,Take- away emballasje,Godteri- og snacksemballasje,Husholdnings- og rengj√∏ringsprodukter,Husholdnings- og rengj√∏ringsprodukter - norske,Husholdnings- og rengj√∏ringsprodukter - utenlandske,Husholdnings- og rengj√∏ringsprodukter - vet ikke,Plastflasker (drikke),Plastflasker - norske (drikke),Plastflasker - utenlandske (drikke),Plastflasker - vet ikke (drikke),Metallbokser (drikke),Metallbokse - norske (drikke),Metallbokser - utenlandske (drikke),Metallbokser - vet ikke (drikke),Glassflasker,"Lokk, korker og drikkeboksringer",Handleposer (plast),S√∏ppelsekker (plast),Sm√•poser og fruktposer (plast),Papirposer,Engangsgrill,Sigarettsneiper,Snusposer (porsjon),Snusbokser,Sigarettpakker (inkl. tilbeh√∏r),Lightere,Agnemballasje og bokser,Fiskegarn (inkl. not og tr√•l),Fiskegarn under 50 cm (inkl. not og tr√•l),Fiskegarn over 50 cm(inkl. not og tr√•l),"Fiskekroker (sluk, dupp osv.)","Kanner (olje, bensin og kjemikalier)",Teiner og ruser,"B√∏yer, flott√∏rer og garnringer",Fiskekasser og isoporkasser,Fiskesn√∏re,Tau,Tau under 50 cm,Tau over 50 cm,R√∏r og r√∏rdeler,Armeringsfiber,Behandlet trevirke,Byggematerialer,Isopor,Isopor under 5 cm,Isopor over 5 cm,"Fat og kar (olje, kjemikalier, oppsamlingskar osv.)",Pakkeb√•nd,Strips,Paller,Presenning og plastduker,Malingsspann o.l.,Biomedier og rensefiltre,Isolasjonsmateriale,Sprengkabler (skyteledning),Rundballplast (landbruksplast),"Plastpellets (sm√• r√•plastkuler, nurdles)",Bind og tamponger,Bleier,Spr√∏yter og spr√∏ytespisser,"Emballasje til hygieneartikler (linser, tamponger, kondomer)",Bomullspinner (q-tips),Kondomer,V√•tservietter,Munnbind,Engangshansker,Batterier,Dekk,Hvitevarer,Lysp√¶rer,Br√∏ytestikker,Bildeler,Elektriske artikler,Patronhylser,Forladninger,Uidentifiserte plastbiter,Uidentifiserte plastbiter under 50 cm,Uidentifiserte plastbiter over 50 cm,"Plastkasser (bruskasser, √∏lkasser osv.)",Annet,Fulle s√∏ppelb√∏tter,"Avfallsstasjon, milj√∏stasjon",Kloakkutslipp. utl√∏p,"Turisme, friluftsliv",Biltrafikk,"Havn, marina, kai, sm√•b√•thavn",Landbruk,"Dumpet avfall, villfylling","Fiskeri, havbruk","Bygg, anlegg og industri",Serveringssteder,Annet.1,Kommentar,Long,Lat,Most found element,Others,Personal Use,Fisheries,Industrial,Hygiene
36,2023-01-25,2023-01-25,,,0,8,4,0,40,Kristiansand,Agder,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.96045647557555,58.1201613420498,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
37,2023-01-27,2023-01-27,,,0,2,16,0,160,Karmøy,Rogaland,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.29034041421409,59.3459899638778,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
38,2023-01-27,2023-01-27,,,0,3,10,0,100,Kristiansand,Agder,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,8.0720322126007,58.1625051857113,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
39,2023-02-07,2023-02-07,,,30,1,2,0,20,Tjeldsund,Troms og Finnmark,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,Egersund Net avd. Sandstrand ,16.7814461,68.678557,Isopor,0,1,1,9,0
40,2023-01-24,2023-01-24,,,0,3,5,5,55,Solund,Vestland,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,4.80058196022302,61.0742856850923,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
41,2023-02-13,2023-02-13,1000.0,1500.0,0,1,5,0,50,Lyngdal,Agder,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,10,4,0,2,0,1,2,2,140,110,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,17,0,450,300,150,2,Mye veldig mye gammel solbrent plast som blandes med jord litt over høyvann grense.,False,False,False,False,False,False,False,False,False,False,False,False,,7.00945714342071,58.0142645268847,Uidentifiserte plastbiter,1856,0,317,0,0
42,2023-01-29,2023-01-29,1300.0,1500.0,0,2,2,1,21,Bodø,Nordland,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,14.6161965380588,67.2253617217181,"Fiskekroker (sluk, dupp osv.)",0,0,700,0,0
43,2023-01-18,2023-01-18,1000.0,1500.0,0,2,5,0,50,Lyngdal,Agder,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Masse store og små plast biter og små plast tau biter og flere plast potter til planter. 
Og masse biter av isopor. Og flere kanner",False,False,False,False,False,False,False,False,False,False,False,False,,7.0225515230951,58.0207067924826,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
44,2023-01-23,2023-01-23,1200.0,1500.0,0,2,5,0,50,Lyngdal,Agder,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,6.99277624471716,58.0136677014132,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
45,2023-01-26,2023-01-26,1200.0,1600.0,0,1,3,0,30,Lyngdal,Agder,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.04885869636978,58.1223694224267,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
46,2023-02-08,2023-02-08,,,0,12,14,0,140,Karmøy,Rogaland,3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.18952665339846,59.243113232674,Dekk,2,0,0,0,0
47,2023-01-30,2023-01-30,1000.0,1700.0,0,2,10,0,100,Lyngdal,Agder,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Har Funnet 6 isopor kasser som har ligget i flere år, kanner og masse plast poser og mye annet plast. Mye tau biter og fiskenett. mye skru korker og en stor plast kasse.",False,False,False,False,False,False,False,False,False,False,False,False,,7.00682778961442,58.0155509297855,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
48,2023-01-20,2023-01-20,,,0,8,30,0,300,Kristiansand,Agder,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,8.04331698512162,58.1624245364873,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
49,2023-02-26,2023-02-26,1400.0,1700.0,0,2,3,0,30,Lyngdal,Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,6.97592375156823,58.0294931641532,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
50,2023-01-28,2023-01-28,900.0,1000.0,0,2,2,0,20,Bergen,Vestland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.23178553703804,60.2586859762258,Fiskegarn (inkl. not og trål),0,0,5,0,0
51,2023-02-21,2023-02-21,,,0,1,1,0,10,Stavanger,Rogaland,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.65722445380094,59.0562610267807,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
52,2023-02-10,2023-02-10,,,0,2,2,0,20,Stavanger,Rogaland,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,7,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.74370398501622,58.9532797470511,Isopor,0,0,0,47,0
53,2023-02-08,2023-02-08,,,0,1,6,0,60,Karmøy,Rogaland,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.18864244392984,59.2441399136946,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
54,2023-02-03,2023-02-03,1500.0,1600.0,0,2,1,5,15,Bergen,Vestland,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.21162609382003,60.2584512980608,Tau,0,0,5,0,0
55,2023-01-28,2023-01-28,1000.0,1600.0,0,16,112,0,1120,Lindesnes,Agder,4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,17,5,0,1,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,1,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.64300274930051,58.0157781932135,Dekk,96,0,89,0,0
56,2023-01-30,2023-01-30,,,0,13,2,1,21,Hå,Rogaland,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.60218295295485,58.6203953485986,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
57,2023-01-25,2023-01-25,,,180,5,5,2,52,Stavanger,Rogaland,1100090,1,2,1,1,1,1,11,2,5,0,0,0,0,6,0,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,2,0,1,0,0,0,0,0,3,0,4,2,1,9,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.67243566424717,59.0973185049177,Sprengkabler (skyteledning),0,41,19,23,5
58,2023-01-26,2023-01-26,,,180,6,6,1,61,Stavanger,Rogaland,12000,4,2,0,3,1,0,5,0,2,0,0,0,0,5,0,0,0,2,0,0,0,0,6,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,6,2,0,18,0,0,0,0,0,0,6,0,0,1,2,3,0,0,0,0,0,18,0,5,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.6995963059892,59.112851105064,Tau,2,36,28,35,8
59,2023-02-10,2023-02-10,,,0,7,14,0,140,Kristiansand,Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.95088529168484,58.1551917654889,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
60,2023-02-13,2023-02-13,,,45,1,0,1,1,Asker,Viken,500,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,2,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.41414,59.61134,Uidentifiserte plastbiter,48,19,7,0,2
61,2023-01-20,2023-04-10,,,0,6,5,0,50,Gulen,Vestland,0,3,2,0,2,0,1,18,2,8,2,2,0,0,3,3,0,0,2,2,0,0,0,5,6,1,3,2,0,0,0,3,0,0,0,2,2,0,0,4,0,1,1,0,5,1,4,1,0,0,2,3,0,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,32,32,0,0,,False,False,False,True,False,True,True,False,True,False,True,False,,5.02586586396914,60.9753989055457,Uidentifiserte plastbiter,128,70,20,14,6
62,2023-02-10,2023-02-10,1000.0,1300.0,0,2,3,0,30,Lyngdal,Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.02094271972656,58.0199878540966,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
63,2023-02-09,2023-02-09,1000.0,1300.0,0,2,3,0,30,Lyngdal,Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.01170733712261,58.0274541092288,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
64,2023-02-15,2023-02-15,,,0,6,14,0,140,Kristiansand,Agder,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,8.0594717790985,58.1094065075943,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
65,2023-02-11,2023-02-11,1000.0,1700.0,0,23,412,0,4120,Lindesnes,Agder,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,124,0,0,0,0,2,0,0,13,3,10,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.47670246369881,58.0211348945168,Dekk,308,0,0,0,0
66,2023-03-03,2023-03-03,1300.0,1700.0,0,2,4,0,40,Lyngdal,Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Små og store taubiter, veldig mye små plast og store plast poser, mye plast flasker og kosmetiske embalasje, mange gevær hylser, plast korker, strips, lightere,embalase band, store og små isopor biter. ",False,False,False,False,False,False,False,False,False,False,False,False,,7.00664877712419,58.0155027726743,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
67,2023-03-05,2023-03-05,,,0,56,4,0,40,Kristiansand,Agder,7461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,2,1,0,2,0,14,6,8,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,9,5,4,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.97874332352421,58.1146083423877,Isopor,38,0,15,33,8
68,2023-01-22,2023-01-29,,,0,7,25,0,250,Oslo,Oslo,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.7610229546256,59.8747279098464,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
69,2023-01-08,2023-01-08,,,0,4,1,0,10,Ålesund,Møre og Romsdal,23,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,30,0,0,3,3,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,,False,True,False,False,False,False,False,False,False,True,False,True,,6.47141137451336,62.5023044599406,Uidentifiserte plastbiter,800,11,2,53,0
70,2023-02-23,2023-02-23,,,30,1,0,1,1,Asker,Viken,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.41414,59.61134,Isopor,20,5,1,40,3
71,2023-02-21,2023-02-21,,,0,2,3,4,34,Karmøy,Rogaland,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.34968711272139,59.2721619091372,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
72,2023-02-15,2023-02-15,,,0,2,2,0,14,Karmøy,Rogaland,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.36515996520334,59.2520754017806,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
73,2023-02-11,2023-02-11,1010.0,1230.0,0,3,2,3,23,Bodø,Nordland,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,14.6234528227124,67.2283077839064,"Fiskekroker (sluk, dupp osv.)",0,0,766,0,0
74,2023-02-22,2023-02-22,,,0,12,10,0,20,Vågan,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,14.5605828613294,68.2299681268953,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
75,2023-02-20,2023-03-01,,,0,3,14,0,140,Øygarden,Vestland,2462,0,3,2,0,0,0,2,0,4,5,2,0,3,6,0,0,6,0,0,0,0,0,11,2,2,0,0,0,0,0,0,0,5,0,5,5,0,0,1,1,0,1,0,8,5,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,13,13,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,4.95330589159518,60.3340522564826,Uidentifiserte plastbiter,74,53,29,8,7
76,2023-02-12,2023-02-12,1100.0,1400.0,0,24,150,0,1500,Frogn,Viken,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,2,0,0,0,0,0,0,,False,False,False,False,False,True,False,False,False,False,False,False,,10.6263769762733,59.6624613648497,Dekk,36,0,0,4,0
77,2023-02-21,2023-02-21,,,0,2,6,0,150,Bokn,Rogaland,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Deler av gangbane til merd ca 30 kg,False,False,False,False,False,False,False,False,False,False,False,False,,5.47113879518246,59.1949533906714,Agnemballasje og bokser,2,0,14,2,0
78,2023-02-12,2023-02-12,,,0,4,2,0,20,Askøy,Vestland,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.11737799795876,60.4154467748267,Teiner og ruser,0,0,4,0,0
79,2023-02-21,2023-02-21,,,60,1,0,1,1,Asker,Viken,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,"Impregnert plank tilsammen ca 150 cm

1 stk øks 

",False,False,False,False,False,False,False,False,False,False,False,False,,10.41414,59.61134,Isopor,82,26,4,61,5
